         407929 function calls (402446 primitive calls) in 1.088 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/containers.py:434(ScalarMap)
        1    0.000    0.000    0.023    0.023 /usr/local/lib/python2.7/dist-packages/pyparsing.py:5353(pyparsing_common)
      251    0.000    0.000    0.000    0.000 {method 'strip' of 'unicode' objects}
        1    0.003    0.003    0.052    0.052 /usr/local/lib/python2.7/dist-packages/pyparsing.py:61(<module>)
        3    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/encoder.py:184(_FixedSizer)
        6    0.000    0.000    0.000    0.000 /usr/lib/python2.7/zipfile.py:201(_EndRecData)
        1    0.000    0.000    0.000    0.000 ./pyproject/gas/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/descriptor_database.py:31(<module>)
      314    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/python_message.py:268(_IsMapField)
       39    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/python_message.py:352(_AddEnumValues)
        1    0.000    0.000    0.000    0.000 ./pyproject/util/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/containers.py:504(MessageMap)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/socket.py:171(_closedsocket)
        1    0.001    0.001    0.009    0.009 build/bdist.linux-x86_64/egg/google/protobuf/descriptor_pb2.py:4(<module>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:4100(Forward)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/xldate.py:30(XLDateError)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/book.py:299(Book)
       39    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/python_message.py:783(_AddListFieldsMethod)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:194(SetuptoolsLegacyVersion)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/email/feedparser.py:158(FeedParser)
        1    0.000    0.000    0.000    0.000 ./pyproject/db/table/table_property_def.py:11(Player)
       95    0.001    0.000    0.008    0.000 /usr/lib/python2.7/sre_compile.py:433(_compile_info)
       92    0.000    0.000    0.000    0.000 {imp.release_lock}
       12    0.000    0.000    0.001    0.000 /usr/lib/python2.7/abc.py:105(register)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/contextlib.py:132(closing)
      141    0.000    0.000    0.002    0.000 /usr/lib/python2.7/genericpath.py:23(exists)
        3    0.000    0.000    0.000    0.000 ./pyproject/gas/gas_mj/gas_mj_mgr.py:15(__init__)
        2    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/encoder.py:126(_SimpleSizer)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/shutil.py:34(SpecialFileError)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3913(_NullToken)
        3    0.000    0.000    0.000    0.000 ./pyproject/proto/opt_pb2.py:5(<lambda>)
        3    0.000    0.000    0.000    0.000 ./pyproject/state/room_state_waiting.py:10(__init__)
        6    0.000    0.000    0.010    0.002 <string>:23(parse)
        1    0.000    0.000    0.001    0.001 /usr/local/lib/python2.7/dist-packages/xlrd/xlsx.py:556(process_rels)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/xldate.py:34(XLDateTooLarge)
        1    0.000    0.000    0.000    0.000 ./pyproject/util/enum_def.py:62(EPlayerState)
     2286    0.003    0.000    0.003    0.000 /usr/local/lib/python2.7/dist-packages/packaging/version.py:207(<genexpr>)
        1    0.002    0.002    0.002    0.002 {method 'readlines' of 'file' objects}
       49    0.000    0.000    0.002    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:1907(__or__)
        1    0.000    0.000    0.000    0.000 ./pyproject/util/error_msg.py:6(ErrorMsg)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/message.py:39(Error)
        2    0.000    0.000    0.000    0.000 /usr/lib/python2.7/ssl.py:305(__new__)
       87    0.000    0.000    0.014    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:2156(fixup_namespace_packages)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/io.py:73(RawIOBase)
       51    0.000    0.000    0.000    0.000 {any}
       13    0.000    0.000    0.000    0.000 /usr/lib/python2.7/_weakrefset.py:52(_commit_removals)
     20/4    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3278(streamline)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/pprint.py:85(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:596(IResourceProvider)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/uu.py:39(Error)
        1    0.000    0.000    0.002    0.002 /usr/local/lib/python2.7/dist-packages/packaging/specifiers.py:214(LegacySpecifier)
      701    0.002    0.000    0.002    0.000 {posix.lstat}
       18    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/packaging/version.py:248(<genexpr>)
       12    0.000    0.000    0.013    0.001 /usr/local/lib/python2.7/dist-packages/pyparsing.py:4210(__init__)
       64    0.000    0.000    0.001    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/decoder.py:169(ReadTag)
    52/49    0.000    0.000    0.002    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/python_message.py:1079(InternalParse)
        4    0.000    0.000    0.000    0.000 <string>:109(__iter__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/email/errors.py:53(MalformedHeaderDefect)
        1    0.002    0.002    0.007    0.007 build/bdist.linux-x86_64/egg/google/protobuf/internal/python_message.py:49(<module>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:1161(ExtractionError)
   131/65    0.001    0.000    0.011    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3322(copy)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/descriptor_pool.py:86(__init__)
        2    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/decoder.py:134(_SignedVarintDecoder)
      101    0.000    0.000    0.002    0.000 <string>:55(call_service)
        6    0.000    0.000    0.000    0.000 ./pylib/ffext.py:332(bind_func)
       10    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/decoder.py:507(BytesDecoder)
      701    0.001    0.000    0.004    0.000 /usr/lib/python2.7/posixpath.py:132(islink)
       39    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/python_message.py:345(_AddClassAttributesForNestedExtensions)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/six.py:229(_MovedItems)
        1    0.000    0.000    0.000    0.000 {math.exp}
        1    0.000    0.000    0.000    0.000 ./pylib/ffext.py:22(session_enter_callback)
        1    0.000    0.000    0.000    0.000 ./pyproject/util/enum_def.py:55(EMemberEvent)
        3    0.000    0.000    0.000    0.000 ./pyproject/entity/gas_player_entity.py:57(IsMoneyEnough)
        1    0.001    0.001    0.001    0.001 /usr/lib/python2.7/calendar.py:6(<module>)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/__init__.py:33(<module>)
       23    0.000    0.000    0.000    0.000 <string>:31(change_session_scene)
      110    0.002    0.000    0.002    0.000 {open}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/six.py:103(MovedModule)
     4156    0.007    0.000    0.094    0.000 /usr/local/lib/python2.7/dist-packages/packaging/version.py:74(__init__)
        5    0.000    0.000    0.006    0.001 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:1657(__new__)
       18    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/xlsx.py:137(cooked_text)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/formatting.py:1124(XFBackground)
        1    0.001    0.001    0.118    0.118 /usr/lib/python2.7/random.py:40(<module>)
       19    0.000    0.000    0.000    0.000 /usr/lib/python2.7/email/__init__.py:75(__init__)
        1    0.000    0.000    0.000    0.000 <string>:22(ElementTree)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/calendar.py:66(_localized_day)
        1    0.000    0.000    0.000    0.000 {binascii.hexlify}
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/message.py:35(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/email/errors.py:50(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:400(notifyAll)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:1835(FileMetadata)
        6    0.000    0.000    0.000    0.000 {method 'tell' of 'file' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/socket.py:183(_socketobject)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:1666(ZipProvider)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:515(_BoundedSemaphore)
      309    0.000    0.000    0.000    0.000 /usr/lib/python2.7/collections.py:349(<genexpr>)
        1    0.003    0.003    0.003    0.003 /usr/lib/python2.7/socket.py:45(<module>)
        1    0.000    0.000    0.009    0.009 /usr/local/lib/python2.7/dist-packages/packaging/version.py:4(<module>)
        1    0.002    0.002    0.003    0.003 /usr/lib/python2.7/threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/ssl.py:184(CertificateError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:114(RLock)
        1    0.000    0.000    0.000    0.000 /home/jhfeng/Documents/red_rabbit/pylib/google/__init__.py:1(<module>)
       39    0.000    0.000    0.001    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/python_message.py:1262(_AddMessageMethods)
       87    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:983(_added_new)
        1    0.000    0.000    0.000    0.000 ./pyproject/cfg_py/__init__.py:1(<module>)
       23    0.000    0.000    0.001    0.000 ./pylib/ffext.py:174(change_session_scene)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:1979(__invert__)
        1    0.001    0.001    0.003    0.003 <string>:1(<module>)
     4108    0.006    0.000    0.015    0.000 /usr/lib/python2.7/sre_parse.py:141(__getitem__)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:388(__getitem__)
        1    0.000    0.000    0.000    0.000 ./pyproject/proto/create_room_pb2.py:5(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/packaging/markers.py:71(Op)
        1    0.000    0.000    0.001    0.001 ./pyproject/proto/create_room_pb2.py:4(<module>)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/message_listener.py:73(NullMessageListener)
       61    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:2168(file_ns_handler)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/descriptor.py:367(FieldDescriptor)
      148    0.000    0.000    0.025    0.000 {next}
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/descriptor.py:570(EnumDescriptor)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:172(_Constants)
       17    0.000    0.000    0.000    0.000 /usr/lib/python2.7/copy_reg.py:95(_slotnames)
      155    0.000    0.000    0.012    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:1456(has_metadata)
       10    0.000    0.000    0.000    0.000 /usr/lib/python2.7/zipfile.py:515(__init__)
       38    0.000    0.000    0.000    0.000 {cStringIO.StringIO}
        7    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/xlsx.py:79(cell_name_to_rowx_colx)
        1    0.000    0.000    0.000    0.000 ./pyproject/state/room_state_waiting.py:9(RoomStateWaiting)
   978/95    0.027    0.000    0.054    0.001 /usr/lib/python2.7/sre_compile.py:64(_compile)
        1    0.001    0.001    0.001    0.001 ./pyproject/entity/gas_player_entity.py:4(<module>)
        1    0.000    0.000    0.000    0.000 ./pyproject/entity/gas_player_entity.py:15(GasPlayerEntity)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/symbol_database.py:101(__init__)
        2    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:291(_ParseResultsWithOffset)
        2    0.000    0.000    0.000    0.000 {method 'extend' of 'array.array' objects}
     2197    0.001    0.000    0.001    0.000 {min}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of 'thread.lock' objects}
       26    0.001    0.000    0.003    0.000 /usr/lib/python2.7/traceback.py:281(extract_stack)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/StringIO.py:54(__init__)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/xlsx.py:67(augment_keys)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:1555(DefaultProvider)
        1    0.000    0.000    0.000    0.000 ./pyproject/util/enum_def.py:12(ECardType)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/email/__init__.py:5(<module>)
        1    0.000    0.000    0.002    0.002 /usr/lib/python2.7/textwrap.py:40(TextWrapper)
        1    0.000    0.000    0.000    0.000 ./pyproject/compment/base_compment.py:3(BaseCompment)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3962(parseImpl)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:1599(ZipManifests)
    24770    0.012    0.000    0.012    0.000 {method 'append' of 'list' objects}
        8    0.008    0.001    0.009    0.001 /usr/lib/python2.7/xml/etree/ElementPath.py:292(findall)
        1    0.000    0.000    0.000    0.000 ./pyproject/base_scene/__init__.py:1(<module>)
        2    0.000    0.000    0.004    0.002 /usr/local/lib/python2.7/dist-packages/pyparsing.py:4722(srange)
       11    0.000    0.000    0.000    0.000 /usr/lib/python2.7/zipfile.py:1263(close)
        1    0.000    0.000    0.174    0.174 /usr/lib/python2.7/email/feedparser.py:20(<module>)
        6    0.000    0.000    0.000    0.000 ./pylib/ffext.py:331(reg_service)
        3    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/decoder.py:411(DecodeField)
      149    0.000    0.000    0.000    0.000 /usr/lib/python2.7/_weakrefset.py:70(__contains__)
        8    0.000    0.000    0.000    0.000 /usr/lib/python2.7/xml/etree/ElementPath.py:239(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/uu.py:31(<module>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/six.py:195(load_module)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:542(Event)
     2134    0.008    0.000    0.017    0.000 /usr/lib/python2.7/posixpath.py:97(splitext)
        1    0.001    0.001    0.001    0.001 /usr/lib/python2.7/zipfile.py:433(_GenerateCRCTable)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/sheet.py:2074(MSTxo)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/six.py:800(with_metaclass)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/encoder.py:384(_SignedVarintEncoder)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/email/errors.py:44(StartBoundaryNotFoundDefect)
     1918    0.019    0.000    0.176    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:1980(_by_version)
       26    0.000    0.000    0.000    0.000 ./pyproject/compment/base_compment.py:4(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/shutil.py:5(<module>)
        1    0.001    0.001    0.001    0.001 build/bdist.linux-x86_64/egg/google/protobuf/descriptor.py:33(<module>)
      351    0.000    0.000    0.000    0.000 {_struct.unpack}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/pprint.py:35(<module>)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:397(__setitem__)
        8    0.000    0.000    0.000    0.000 {method 'join' of 'unicode' objects}
       10    0.000    0.000    0.001    0.000 /usr/lib/python2.7/abc.py:86(__new__)
      154    0.001    0.000    0.003    0.000 <string>:80(next)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/socket.py:239(_fileobject)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/type_checkers.py:155(UnicodeValueChecker)
       53    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/encoder.py:130(SpecificSizer)
        1    0.000    0.000    0.000    0.000 {posix.uname}
        5    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
       26    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/decoder.py:822(_FieldSkipper)
        1    0.001    0.001    0.929    0.929 ./pyproject/gas/gas_room_mgr/gas_room_mgr.py:4(<module>)
       55    0.000    0.000    0.000    0.000 {built-in method clear}
       52    0.000    0.000    0.002    0.000 /usr/lib/python2.7/linecache.py:13(getline)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/encoder.py:65(<module>)
       12    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/python_message.py:685(_AddPropertiesForNonRepeatedCompositeField)
       39    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/python_message.py:1025(_AddSerializeToStringMethod)
      393    0.001    0.000    0.002    0.000 /usr/lib/python2.7/sre_compile.py:428(_simple)
       77    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/decoder.py:199(SpecificDecoder)
        3    0.000    0.000    0.000    0.000 ./pyproject/gas/gas_room_mgr/gas_room_obj.py:71(CanStartGame)
       44    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/descriptor.py:305(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/licences.py:32(<module>)
      349    0.004    0.000    0.007    0.000 /usr/lib/python2.7/sre_compile.py:256(_optimize_charset)
       39    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/descriptor.py:316(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/six.py:689(exec_)
        8    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/xlsx.py:367(do_sheet)
        1    0.000    0.000    0.000    0.000 ./pyproject/rpc/scene_def.py:1(<module>)
        3    0.000    0.000    0.000    0.000 ./pyproject/gas/gas_room_mgr/gas_room_obj.py:57(GetRoomID)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/descriptor.py:136(_NestedDescriptorBase)
        7    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/symbol_database.py:138(RegisterFileDescriptor)
       26    0.000    0.000    0.002    0.000 ./pyproject/entity/gas_player_entity.py:16(__init__)
      134    0.000    0.000    0.001    0.000 /usr/lib/python2.7/abc.py:128(__instancecheck__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/email/charset.py:156(Charset)
     4156    0.010    0.000    0.010    0.000 {method 'split' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.001    0.001 ./pyproject/proto/change_scene_pb2.py:4(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/contextlib.py:1(<module>)
        1    0.001    0.001    0.002    0.002 /usr/lib/python2.7/dist-packages/six.py:1(<module>)
        1    0.005    0.005    0.005    0.005 /usr/local/lib/python2.7/dist-packages/xlrd/biffh.py:19(<module>)
      151    0.000    0.000    0.000    0.000 /usr/lib/python2.7/sre_parse.py:85(closegroup)
        4    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/encoder.py:500(_StructPackEncoder)
        1    0.000    0.000    0.000    0.000 {_elementtree.Element}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:1265(addParseAction)
        3    0.000    0.000    0.000    0.000 ./pyproject/compment/compment_money.py:28(AddMoney)
     3510    0.002    0.000    0.004    0.000 /usr/lib/python2.7/sre_parse.py:206(match)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/packaging/__about__.py:4(<module>)
        1    0.000    0.000    0.000    0.000 ./pyproject/gas/gas_scene/gas_scene_mgr.py:19(GasSceneMgr)
      234    0.005    0.000    0.371    0.002 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:1991(find_on_path)
        1    0.000    0.000    0.002    0.002 /usr/lib/python2.7/textwrap.py:2(<module>)
 2565/544    0.002    0.000    0.002    0.000 <string>:44(iter)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:301(ParseResults)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/urllib.py:862(ftpwrapper)
        1    0.000    0.000    0.000    0.000 ./pyproject/conf.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/plistlib.py:151(DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/formatting.py:1141(XFAlignment)
        7    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:4784(tokenMap)
        2    0.000    0.000    0.002    0.001 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3818(parseImpl)
        1    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/api_implementation.py:32(<module>)
        1    0.000    0.000    0.000    0.000 ./pyproject/gas/gas_mj/gas_mj_event_mgr.py:12(GasMjEventMgr)
       52    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.004    0.004 ./pyproject/gas/gas_game_rule/game_rule_mgr.py:4(<module>)
      179    0.003    0.000    0.004    0.000 /usr/lib/python2.7/json/encoder.py:212(iterencode)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/email/__init__.py:74(LazyImporter)
        1    0.000    0.000    0.000    0.000 ./pyproject/util/tick_mgr.py:4(<module>)
     10/2    0.000    0.000    0.003    0.001 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3356(parseImpl)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3809(_MultipleMatch)
      196    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/descriptor.py:294(<genexpr>)
       11    0.000    0.000    0.000    0.000 /usr/lib/python2.7/pprint.py:77(_sorted)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/six.py:173(__init__)
        1    0.000    0.000    0.073    0.073 ./pyproject/excel2json.py:98(LoadAllCfg)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:1646(ContextualZipFile)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:255(_Condition)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:4258(Dict)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/xlsx.py:523(X12Sheet)
       68    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/descriptor.py:620(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/calendar.py:488(TimeEncoding)
        1    0.000    0.000    0.000    0.000 ./pyproject/util/enum_def.py:59(EGameRule)
    36/11    0.000    0.000    0.013    0.001 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3702(leaveWhitespace)
      166    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/api_implementation.py:101(Type)
       23    0.001    0.000    0.009    0.000 ./pyproject/entity/gas_player_entity.py:63(RequestChangeScene)
        3    0.000    0.000    0.000    0.000 /usr/lib/python2.7/xml/etree/ElementTree.py:671(iter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/__future__.py:74(_Feature)
      232    0.001    0.000    0.003    0.000 /usr/lib/python2.7/genericpath.py:46(isdir)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/copy.py:49(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/copy.py:366(_EmptyClass)
       65    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:2118(streamline)
        2    0.000    0.000    0.000    0.000 ./pyproject/proto/query_room_scene_pb2.py:5(<lambda>)
      104    0.002    0.000    0.002    0.000 /usr/lib/python2.7/json/decoder.py:370(raw_decode)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:3110(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/email/errors.py:35(MessageDefect)
       13    0.000    0.000    0.000    0.000 /usr/lib/python2.7/_weakrefset.py:16(__init__)
      171    0.001    0.000    0.016    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:2064(_handle_ns)
       13    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/six.py:164(_SixMetaPathImporter)
       35    0.000    0.000    0.000    0.000 /usr/lib/python2.7/collections.py:375(<genexpr>)
       88    0.000    0.000    0.023    0.000 /usr/local/lib/python2.7/dist-packages/pkg_resources/__init__.py:3045(<genexpr>)
        3    0.000    0.000    0.000    0.000 build/bdist.linux-x86_64/egg/google/protobuf/internal/containers.py:368(add)
       26    0.000    0.000    0.000    0.000 ./pyproject/entity/base_entity.py:34(AddCompment)
        1    0.000    0.000    0.000    0.000 ./pylib/ffext.py:44(ff_timer_callback)
       43    0.000    0.000    0.000    0.000 /usr/lib/python2.7/_weakrefset.py:36(__init__)
        5    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/xlrd/formatting.py:447(is_date_format_string)
        4    0.000    0.000    0.001    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:1800(__radd__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/calendar.py:536(LocaleHTMLCalendar)
      360    0.002    0.000    0.004    0.000 /usr/local/lib/python2.7/dist-packages/packaging/version.py:236(__str__)
       18    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/dist-packages/pyparsing.py:435(__bool__)
